sat	hs.perc	hs.size	gpa
1020	88.71595	2.57	3.23
1060	66.1017	2.36	2.15
1130	88.06366	3.77	3
940	89.30233	2.15	2.21
990	91.058824	4.25	3.31
980	57.289	3.91	1.72
1110	83.62069	3.48	3.5
1040	95.652174	3.22	3.08
1020	65.2968	2.19	2
800	90.0	3.5	3.06
1060	77.66798	5.06	2.21
1030	86.71096	3.01	2.4
1070	92.511013	2.27	2.78
1090	86.2069	.58	2.61
1200	82.43243	2.22	2.25
1130	76.24113	2.82	3.25
1230	73.23529	3.4	3.82
1280	96.875	3.2	3.21
1000	60.0	3.45	2.23
860	60.86956	3.45	2.2
1210	59.48827	4.69	2.66
960	55.78513	4.84	2.8
910	78.5124	4.84	2.41
990	77.33333	2.25	2.52
1080	69.33333	3.75	2.61
830	88.57143	3.5	2.02
910	78.20164	3.67	2.17
1040	75.26882	1.86	2.26
890	90.950226	2.21	2.73
1030	89.13043	1.38	2.72
1240	89.03226	1.55	2.91
1060	92.156863	1.02	3.26
860	50.0	.44	2.76
900	82.0331	4.23	2.69
1270	96.153846	2.08	3.5
1010	70.0	.1	1.94
1100	95.652174	.46	3.61
1010	76.76471	3.4	1.79
910	92.870544	5.33	2
760	75.33333	4.5	2.7
900	76.09428	2.97	2.62
1170	91.930836	3.47	3.68
1050	63.80952	1.05	2.48
980	83.25792	2.21	3.41
1130	84.64567	2.54	2.51
1210	92.204301	3.72	3.64
1150	98.105263	4.75	3.52
1050	80.71943	6.95	3.15
1000	81.10345	7.25	3.16
1030	72.76316	7.6	2.58
950	41.72662	6.95	2.06
1240	86.66667	.15	2.83
1030	72.57143	7	1.84
1110	43.8806	3.35	2.09
940	58.75371	3.37	2.55
1020	88.76404	2.67	2.88
970	90.0	1.2	2.31
960	95.2	1.25	3.07
1060	78.84615	3.64	2.97
980	90.231362	3.89	2.79
1070	74.13442	4.91	2.26
1040	83.24468	3.76	1.8
1000	61.53846	2.6	2.85
990	66.5127	4.33	2.42
1000	77.99607	5.09	2.62
1180	95.918367	2.45	3.68
1200	60.0	.1	2.02
1080	79.78142	3.66	2.05
1150	95.454545	.88	3.67
1110	65.65875	4.63	3.43
1120	60.9209	8.47	1.68
1090	42.96875	3.84	2.4
1310	97.560976	1.64	3.05
1080	86.51685	.89	2.58
1090	93.108108	7.4	2.4
1020	79.32432	7.4	1.9
1080	92.694064	2.19	3.22
960	69.13183	3.11	2.77
860	40.0	.1	2.38
1050	70.0	.1	2.81
1060	83.69304	4.17	3.22
1190	70.4918	1.22	2.16
1000	62.5	2.48	2.63
1180	78.22581	2.48	2.54
1020	84.57143	1.75	1.95
1060	50.0	.1	2.29
1000	76.88312	3.85	2.91
1010	69.45607	2.39	2.37
1160	72.81879	2.98	2.9
1300	77.45098	4.08	2.3
1010	88.37209	.86	3.08
970	90.189874	3.16	3.6
1210	94.298245	4.56	4
1030	65.01377	3.63	3.37
1230	98.071625	3.63	3.33
980	92.972973	1.85	2.73
1110	71.80451	2.66	2.17
950	83.75	.8	2.63
1180	83.67347	.49	2.91
1040	40.0	.05	2.08
1290	96.4	2.5	3.92
1010	60.24845	1.61	2.25
980	74.0	1	2.1
970	76.14679	1.09	1.69
1180	82.5	.8	3.41
1340	98.857143	3.5	4
1170	89.06977	4.3	3.47
1230	97.230769	3.25	3.4
920	56.11111	3.6	2.1
1030	90.769231	1.3	2.96
920	91.538462	1.3	2.99
1140	94.505495	2.73	3.2
810	57.55627	3.11	1.14
1180	95.498392	3.11	1.2
1020	20.0	.05	1.8
1010	73.94541	4.03	2.43
1090	73.65269	3.34	2.8
630	47.90419	1.67	2.07
870	96.0	3	3
760	98.701299	1.54	2.79
1050	91.262136	3.09	2
1020	92.837466	3.63	3.48
1030	52.26586	3.31	1.61
860	74.47699	2.39	2.67
970	95.815899	2.39	3.47
880	76.59575	1.88	2.18
1230	99.5983936	2.49	3.87
1090	84.10042	2.39	3
930	87.28814	1.18	2.45
1300	85.18519	2.97	2.6
1170	97.927461	1.93	3.28
1010	34.06593	.91	1.75
1030	17.80822	.73	2.39
1020	82.41758	.91	3.5
910	18.68132	.91	2.6
900	71.42857	1.54	1.94
1230	91.370559	5.91	2.07
950	94.243421	6.08	2.84
1220	98.853211	4.36	3.92
990	79.24528	5.3	1.62
1040	69.79742	5.43	2
990	8.0	.5	1.74
940	95.442359	3.73	2.2
1120	96.839729	4.43	2.84
980	85.9447	4.34	2.93
1040	95.394737	3.04	3.57
1080	87.46082	3.19	2.57
1030	81.08108	1.85	3.18
830	88.47737	2.43	1.66
1080	86.5285	1.93	2.98
860	59.1029	3.79	2.29
1040	82.89242	5.67	2.07
690	93.023256	1.29	2.64
1160	98.618785	3.62	3.64
900	73.06667	3.75	1.75
1280	94.366197	2.13	2.91
740	72.84483	2.32	1.13
1010	78.77358	2.12	1.51
900	72.0	2	3
1210	97.354497	1.89	3.3
980	84.90028	3.51	1.73
850	86.33663	5.05	2.6
1020	86.13861	5.05	2.77
1010	69.80392	5.1	1.69
960	91.568627	5.1	3.16
930	85.14851	5.05	2.93
1130	86.58537	4.92	2.48
950	82.35294	5.1	2.28
1160	93.465346	5.05	2.75
830	78.37838	4.44	3.2
1160	89.21569	5.1	3.31
950	97.045455	4.4	3.41
980	66.92308	2.6	2.37
880	93.220339	1.77	3.05
1090	46.42857	.56	3.3
940	70.0	.1	3.07
1120	50.0	.1	2.45
930	66.25	4	2.6
970	60.0	.1	3.09
930	60.0	.1	1.86
1170	80.0	.1	2.97
1220	97.444089	3.13	3.38
1140	98.642534	2.21	3.82
880	80.43956	4.55	1.68
1130	67.92453	1.59	1.91
880	80.98592	1.42	1.5
1030	95.597484	1.59	3.05
1010	78.16901	1.42	2
1120	98.220641	2.81	3.52
810	94.957983	2.38	2.78
1160	98.561151	2.78	3.61
1110	75.76923	2.6	2.78
1370	95.038168	2.62	3.23
950	89.47368	2.47	2.62
960	84.15094	2.65	3.03
1310	96.428571	1.68	3.46
1030	78.38828	2.73	.85
1160	90.745502	3.89	2.02
1180	82.11382	2.46	3.06
1080	84.40594	4.04	1.17
950	88.67924	1.59	2.84
1170	97.660819	1.71	3.28
790	84.0796	4.02	2.59
940	53.16667	6	2.42
1090	89.07692	6.5	1.92
1280	91.0	6	3.39
1270	99.8333333	6	3.84
1090	62.63889	7.2	2.54
1360	99.7821351	4.59	3.97
1320	96.296296	4.59	3.21
910	72.52066	4.84	3.06
880	81.76471	1.7	2.07
1110	92.857143	1.26	2.94
990	81.36646	1.61	2.2
1250	99.7867804	4.69	4
770	83.94161	1.37	2.11
890	87.97814	1.83	2.88
1220	91.27907	1.72	3
1220	97.777778	2.25	3.21
1130	58.37104	6.63	2.53
970	68.02413	6.63	2.23
1230	94.814815	6.75	3.07
1050	90.084034	5.95	2.33
1350	98.962963	6.75	3.85
870	61.62963	6.75	2.22
890	91.259259	6.75	3.36
970	97.297297	.74	3.8
1220	77.48815	4.22	3.1
1040	94.39834	4.82	3.04
920	48.52321	4.74	2.83
940	70.0	.1	2.69
1060	85.12397	1.21	2.78
720	72.80702	1.14	1.4
900	73.86935	1.99	2.16
980	97.222222	.72	4
1000	91.666667	.72	3.07
1270	96.666667	2.1	3.66
990	96.938776	1.96	2.12
1000	83.83459	2.66	2.42
1240	87.7193	4.56	2.21
500	69.47368	4.75	2.02
1300	98.490566	2.65	3.38
1360	85.47718	2.41	2.83
910	84.27948	2.29	2.51
930	94.964029	1.39	2.36
970	93.333333	2.25	2.45
960	86.38298	2.35	2.8
940	96.716418	3.35	2.97
830	65.10417	1.92	1.7
1120	90.128756	2.33	2.1
1130	97.948718	1.95	2.71
980	93.584906	2.65	2.94
790	75.36232	2.76	1.05
1030	92.02454	3.26	2.79
990	94.475138	3.62	2.86
880	94.171779	3.26	2.94
970	85.32609	1.84	2.28
960	84.11765	1.7	1.73
1230	90.02079	4.81	3.53
970	74.38597	2.85	2.26
930	81.96202	3.16	2.89
1110	70.68966	3.48	3
1100	72.57618	3.61	2.74
1310	96.880131	6.09	3.66
990	96.296296	2.16	3.1
950	99.6688742	3.02	2.97
1190	41.77215	.79	2.95
1120	76.77725	4.22	2.55
1240	91.294118	4.25	3.46
1040	78.57143	2.1	4
880	48.55769	2.08	1.6
1060	78.53881	6.57	3.06
1010	59.45122	6.56	2.81
1090	87.93651	3.15	2.4
1220	99.0384616	3.12	3.21
1120	98.561151	2.78	4
1160	87.90698	2.15	3.26
950	89.77036	4.79	3.13
1140	54.07725	2.33	2.29
1010	59.67742	1.24	2.45
1140	64.82759	1.45	3.23
1140	90.804598	3.48	3.07
910	81.75439	2.85	2.53
1040	94.776119	5.36	3.44
1300	99.047619	1.05	3.05
1130	75.35211	1.42	3.17
1200	87.90323	1.24	2.67
1170	95.384615	1.3	3.82
910	63.38028	4.26	4
1010	82.00837	2.39	1.91
850	86.87943	2.82	3.73
1000	91.366906	1.39	3.14
970	45.25317	3.16	2.73
1200	71.47335	3.19	3.26
930	81.34328	2.68	2.92
1160	90.384615	.52	3.05
870	96.728972	2.14	2.8
980	59.94695	3.77	2.66
1260	87.35632	.87	3.47
910	98.143852	4.31	3.52
1010	90.862945	1.97	2.26
1020	55.55556	1.35	1.3
910	49.13793	3.48	2.86
1160	93.088553	4.63	3.12
860	82.14286	1.96	2.62
920	91.304348	2.3	3.85
960	52.29358	1.09	1.26
760	72.83237	1.73	2.35
1000	79.9591	4.89	2
820	54.25532	.94	3.12
1000	78.37838	2.96	1.6
1300	67.47968	2.46	3.17
1140	99.5983936	2.49	4
1190	92.739274	3.03	2.97
710	90.532544	1.69	2.91
1080	71.875	2.88	2.4
1330	95.824635	4.79	3
1120	86.62614	6.58	3.46
920	80.09709	6.18	2.82
920	92.874693	4.07	3.15
1060	92.710706	4.39	2.61
940	72.6257	1.79	2.04
720	65.88235	8.5	1
1130	28.20513	.78	2.94
1070	94.252873	4.35	3.94
1050	81.22271	4.58	1.92
970	80.52632	1.9	3.07
1130	86.5353	6.09	2.35
910	93.220339	2.95	2.45
1180	77.61194	7.37	2.2
670	26.66666	3.15	2.02
1180	84.7561	1.64	2
1310	99.4818653	1.93	3.34
1020	84.31373	4.08	2.98
1210	87.65432	4.86	3.64
1070	83.29718	4.61	3.23
1020	83.97436	4.68	3.47
880	77.93103	4.35	2.72
1140	95.555555	.9	3.78
920	76.42487	3.86	2.02
1100	93.838862	2.11	3.29
1040	70.89041	2.92	2.5
1150	85.42914	5.01	2.47
940	78.58672	4.67	1.94
870	28.20513	.39	2
1110	85.53971	4.91	2.9
1070	88.34154	6.09	1.97
1050	78.78788	1.65	3.46
1140	87.09677	1.24	3.39
1250	74.79675	2.46	2.45
890	30.66666	1.5	2
990	91.034483	1.45	3.36
1100	80.10753	1.86	2.92
1070	92.237443	2.19	3.93
990	61.84211	1.52	2.55
1210	90.697675	2.58	2.82
1150	85.54217	2.49	3
1060	94.849785	2.33	3.61
1090	70.22654	3.09	2.71
1030	66.40625	3.84	2.01
1090	71.86147	6.93	2.75
990	83.33333	1.56	2.6
1020	59.07473	5.62	2.52
1100	64.49275	2.76	2.34
1110	55.10597	5.19	1.92
1040	63.53791	5.54	1.85
1120	84.02367	3.38	3.41
890	10.0	.1	1.44
900	85.79882	1.69	2.07
1110	81.43713	5.01	3.13
740	74.02597	1.54	2.98
1010	65.47619	3.36	2.56
1090	53.45345	3.33	2.15
950	91.591592	3.33	3.53
1080	46.83544	.79	2.04
1070	51.39211	8.62	2.18
1200	67.12329	.73	2.82
1090	52.77778	3.6	2.34
910	62.2291	3.23	3
1020	56.39269	4.38	2.96
1030	61.14286	3.5	2.22
880	55.40541	3.7	2.49
1080	77.5	2.4	2.68
890	60.85791	3.73	2.68
1060	80.42896	3.73	2.88
1190	99.7429306	3.89	3.9
880	65.14745	3.73	2.83
990	82.57373	3.73	3.37
1040	48.52547	3.73	1.94
920	72.33202	5.06	2.83
1070	62.26013	4.69	2.57
1100	70.46875	6.4	2.81
1200	94.383775	6.41	3.57
1180	92.449923	6.49	3.32
1020	83.15789	1.9	3.05
1110	97.208539	6.09	2.97
1040	92.121212	1.65	3.04
1190	97.368421	1.14	3.84
1010	68.2243	3.21	2.25
1250	96.453901	1.41	3.85
1200	87.5	1.12	3.44
1100	88.06262	5.11	2.63
990	73.02158	2.78	2.66
1060	66.4557	3.16	2.36
1050	75.89928	2.78	3.56
910	89.92806	2.78	3.18
950	79.43038	3.16	3.08
1040	56.50407	2.46	1.95
1100	76.89161	4.89	2.76
930	70.24129	3.73	2.68
1000	68.65672	3.35	2.81
920	86.18421	1.52	3.46
1120	45.83333	.96	2.21
1190	87.5	2.64	2.14
1200	54.62185	1.19	2.71
1010	83.26848	7.71	2.35
1190	90.147783	2.03	2.79
930	69.02174	1.84	2.67
1220	32.12669	2.21	1.86
1000	90.0	.1	2.35
810	88.49557	2.26	1
1210	97.787611	2.26	3.23
920	87.55981	2.09	3.09
670	96.052632	1.52	2.12
960	94.078948	1.52	3.47
820	84.33735	1.66	2.57
910	80.37975	1.58	2.6
720	90.789474	1.52	2.59
900	95.56962	1.58	2.22
1040	86.18421	1.52	2.84
740	94.078948	1.52	3.02
1220	99.3421053	1.52	2.58
850	79.51807	1.66	2.35
710	87.95181	1.66	2.73
1430	99.3975903	1.66	3.76
880	55.0	.2	2.66
1130	93.103448	.29	4
1000	45.0	.2	2.42
1010	93.448276	2.9	2.92
1390	99.3103448	2.9	2.77
1020	78.88199	3.22	3.05
880	84.48276	2.9	2.71
1030	84.65116	2.15	1.92
1000	85.18519	2.7	2.32
880	80.93023	2.15	3.37
1170	98.909091	2.75	3.81
1280	98.62069	2.9	3.92
820	93.103448	2.9	2.54
1190	97.586207	2.9	3.61
790	61.70213	2.35	2.05
1070	77.81818	2.75	2.93
1110	65.11628	2.15	3.11
980	88.69565	5.75	2.98
1270	89.30233	2.15	3.62
1090	93.090909	2.75	2.67
990	86.2069	2.9	1.87
1000	86.64122	2.62	2.13
1060	88.54962	2.62	2.58
1090	90.513834	2.53	3.41
1080	82.20339	2.36	2.5
920	90.909091	2.53	3.43
1430	99.1071429	2.24	3.94
1320	99.5762712	2.36	3.63
1040	87.74704	2.53	2.06
950	66.1017	2.36	2.82
970	84.68468	2.22	2.69
1090	88.55932	2.36	3.03
980	95.945946	2.22	3.65
1080	88.93281	2.53	3
860	57.14286	.14	2.74
910	80.76923	.26	2.64
1010	73.07692	.26	3.18
1010	61.78571	2.8	1.59
1120	98.214286	2.8	2.73
950	93.928571	2.8	3.11
780	87.14286	2.8	3.67
1130	94.285714	2.8	3.37
940	84.41177	3.4	2.2
1020	92.857143	2.8	3.18
1020	87.14286	2.8	2.75
890	93.571429	2.8	3.36
1070	68.23529	3.4	1.92
850	81.42857	2.8	2.57
1330	96.428571	2.8	3.64
890	68.92857	2.8	2.75
1080	97.352941	3.4	3.16
950	73.57143	2.8	2.62
1230	99.6428571	2.8	3.88
870	55.29412	3.4	2.65
1290	77.85714	2.8	2.52
1120	95.0	2.8	2.45
1220	97.857143	2.8	3.02
790	84.28571	2.8	2.32
1200	99.6428571	2.8	4
890	74.11765	3.4	1.55
1060	93.235294	3.4	3.23
1080	93.571429	2.8	3.04
1050	85.35714	2.8	3.16
850	78.21428	2.8	2.28
740	46.78571	2.8	1.95
920	88.92857	2.8	2.14
1120	83.52941	3.4	1.13
1050	94.117647	3.4	3
1360	92.058824	3.4	2.77
1230	93.928571	2.8	1.93
890	84.28571	2.8	2.56
940	82.14286	2.8	1.96
1020	66.07143	2.8	2.42
980	67.94118	3.4	2
1050	87.35294	3.4	2.12
1000	91.764706	3.4	2.5
940	90.714286	2.8	2.66
1110	92.647059	3.4	2.6
1080	83.57143	2.8	2.18
850	66.07143	2.8	1.85
920	70.0	2.8	1.84
970	91.071428	2.8	3.32
1030	90.0	2.8	2.82
820	76.78572	2.8	2.12
800	79.11765	3.4	1
910	74.64286	2.8	2.89
1040	91.176471	3.4	2.81
960	97.023809	1.68	1.68
960	94.267516	1.57	2.05
1110	42.85714	.28	2.64
1190	92.20339	2.95	2.73
1090	86.85259	2.51	3.06
780	56.93431	2.74	2.38
1110	96.949152	2.95	3
980	95.255475	2.74	2.21
840	93.559322	2.95	2.36
930	91.23506	2.51	1.31
840	64.62264	2.12	2.27
1090	49.5283	2.12	1.84
1030	66.98113	2.12	2.21
770	90.438247	2.51	2.26
1280	99.5283019	2.12	4
930	88.20755	2.12	2.03
1000	82.0339	2.95	2.36
870	85.65737	2.51	1.3
1070	95.59322	2.95	2.27
910	96.698113	2.12	2.92
1040	86.77966	2.95	2.82
910	88.32117	2.74	1.89
1110	98.175182	2.74	3.37
950	86.44068	2.95	2.7
940	85.25896	2.51	2.85
1170	94.525548	2.74	3.43
860	90.847458	2.95	2.23
1020	68.9243	2.51	3.31
930	88.67924	2.12	1.9
860	86.05578	2.51	.25
1190	97.169811	2.12	3.47
950	86.45418	2.51	2.53
930	81.01695	2.95	2.27
1190	99.6350365	2.74	3.42
1070	59.90566	2.12	2.26
1120	99.2647059	1.36	3.71
1070	91.176471	1.36	3.05
920	97.058824	1.36	2.5
1200	96.103896	.77	3.82
1060	96.103896	.77	2.1
1070	94.805195	.77	3.1
1150	98.75	.8	3.53
1000	95.714286	1.4	3.81
1240	92.857143	1.4	2.53
1000	90.178572	1.12	2.69
1190	89.28571	1.12	2.07
1060	99.3006993	1.43	3.11
1180	98.373984	1.23	3.58
920	83.73984	1.23	1.94
1030	93.220339	1.18	2.43
1080	93.650794	1.26	2.88
1110	97.457627	1.18	3.09
1200	99.1869919	1.23	4
980	77.11864	1.18	2.02
840	77.11864	1.18	2.27
1060	94.067797	1.18	3.45
1230	99.1525424	1.18	3.6
980	88.13559	1.18	2.28
870	89.80892	1.57	1.87
1340	99.3630573	1.57	3.48
890	95.918367	1.47	3.12
870	68.0	1.75	2.67
1080	75.34247	1.46	2.17
940	92.517007	1.47	2.66
1230	99.3506494	1.54	3.58
1050	95.238095	1.47	2.17
1040	87.07483	1.47	3.06
990	89.14286	1.75	2.31
1050	87.7551	1.47	1.88
1020	90.184049	1.63	3.47
1030	99.386503	1.63	3.9
830	86.6242	1.57	2.33
1180	96.178344	1.57	3.04
1020	68.18182	.22	2.06
890	27.27273	.22	1.72
990	88.23529	.34	3.59
1260	96.412556	2.23	2.73
970	99.5024876	2.01	2.95
710	85.5	2	1.76
810	95.515695	2.23	2
920	93.5	2	1.57
930	58.5	2	2.5
1310	74.0	2	2.7
1260	98.00995	2.01	2.01
1170	97.044335	2.03	2.24
1060	98.029557	2.03	3.26
1270	96.174863	1.83	1.72
980	63.38798	1.83	1.75
1210	99.2248062	2.58	4
880	74.8062	2.58	2
1260	97.814208	1.83	2.81
1030	87.97814	1.83	2.58
1060	93.023256	2.58	3.05
900	89.07104	1.83	2.57
1030	87.43169	1.83	2.06
670	65.23605	2.33	2.05
1060	86.43411	2.58	2.08
1070	98.907104	1.83	3.41
1070	98.029557	2.03	2.9
800	79.45737	2.58	1.72
1180	85.65891	2.58	2.95
930	83.33333	2.58	2.26
860	82.55814	2.58	2.43
930	98.062016	2.58	3.66
1060	98.93617	1.88	2.76
810	94.0	2	2.69
1280	89.47368	.19	2.73
1050	33.33334	.21	2.1
770	85.41667	.48	3.24
950	97.959184	.49	2.88
870	94.656488	1.31	2.5
750	97.468354	.79	2.34
870	90.0	.4	3.3
880	87.5	.4	3.14
920	56.75676	.37	2.21
810	80.0	.4	2.71
890	82.22222	.45	2.46
1020	95.0	.4	1.71
1110	92.553192	.94	2.42
610	37.1134	.97	2.14
960	95.744681	.94	2.81
920	54.65116	.86	1.66
870	81.39535	.86	2.2
1150	86.30137	.73	2.27
1370	97.260274	.73	2.72
1020	93.333333	.3	2.83
960	76.66667	.3	1.4
1200	80.0	.3	1.5
970	87.7551	1.96	2.55
1010	86.49789	2.37	2.41
1210	97.046413	2.37	2.82
1050	96.202532	2.37	3.18
990	94.092827	2.37	2.47
1050	86.97917	1.92	2.84
1000	93.529412	1.7	1.94
960	67.89474	1.9	1.99
1130	91.561181	2.37	3.06
1040	85.71429	.14	3.24
1000	92.857143	.14	3.58
1140	80.0	.1	3.47
710	85.71429	.28	2.31
1290	97.727273	.44	4
1240	98.369565	1.84	3.13
1000	96.932515	1.63	2.23
890	95.454545	.66	2.48
1020	89.28571	.56	2.35
1010	91.796875	2.56	2.32
1040	95.583596	3.17	3.02
1010	73.55932	2.95	2.37
1050	96.240602	2.66	3.02
910	87.45763	2.95	2.69
1000	83.98437	2.56	2.3
990	64.40678	2.95	2.95
920	80.12618	3.17	2.84
1060	97.368421	2.66	2.25
830	55.93221	2.95	2.05
990	96.992481	2.66	3.53
1320	96.09375	2.56	3.55
1100	98.119122	3.19	3
1090	98.983051	2.95	3.73
760	52.54237	2.95	2.08
980	84.38538	3.01	2.1
1020	76.61017	2.95	2.47
1010	81.64062	2.56	1.9
890	94.736842	2.66	3.16
1030	81.05263	5.7	2.32
1170	89.27445	3.17	3.75
720	90.536278	3.17	2.88
1170	83.20896	2.68	3.37
890	65.82278	3.16	1.66
910	69.93671	3.16	2.3
1000	85.3125	3.2	2.65
900	74.0625	3.2	1.81
1050	95.0	3.2	3.76
1050	94.303797	3.16	3.37
730	85.07463	2.68	3.25
1080	73.41772	3.16	.75
1090	87.65823	3.16	2.18
1230	95.9375	3.2	3.6
1070	95.253165	3.16	2.84
1230	97.1875	3.2	2.77
940	50.31646	3.16	.8
920	83.86076	3.16	2.36
1450	96.987952	3.32	3.77
1060	85.625	3.2	3
970	58.22785	2.37	2.4
1160	97.536946	2.03	4
1100	64.03941	2.03	2.86
880	64.03941	2.03	2.16
890	80.29557	2.03	2.27
1250	92.417062	2.11	3.64
1390	93.596059	2.03	3
1250	96.059113	2.03	3.5
1290	96.551724	2.03	3.65
870	69.12442	2.17	3.21
1100	93.103448	2.03	3.37
1170	97.044335	2.03	3.23
870	35.07109	2.11	1.6
1220	96.551724	2.03	3.14
970	35.9447	2.17	2.08
930	48.27586	2.03	2.21
1000	65.51724	2.03	2.02
1090	83.87097	2.17	2.31
1260	89.16256	2.03	2.76
870	84.83412	2.11	3.31
1060	86.2069	2.03	3.93
1030	86.63594	2.17	2.96
1040	64.53202	2.03	2.35
1220	83.25123	2.03	2.55
890	43.60189	2.11	1.7
870	54.83871	2.17	2.31
750	32.22749	2.11	1.95
940	73.73272	2.17	3.36
1030	91.469194	2.11	3.25
1090	68.47291	2.03	2.36
1120	91.24424	2.17	3.22
1020	88.83929	2.24	3.53
820	36.84211	2.09	2.09
1050	78.32512	2.03	3.07
970	73.89163	2.03	2.21
990	89.90385	2.08	3.38
1010	76.84729	2.03	2.51
1090	93.103448	2.03	3.46
1160	78.81773	2.03	3.3
1010	75.57604	2.17	2.15
1030	89.09953	2.11	3.64
1020	76.4977	2.17	2.57
1360	81.51659	2.11	4
1150	90.047394	2.11	3.81
1140	55.17241	2.03	2.95
1190	99.5073892	2.03	3.8
740	74.87685	2.03	2.86
810	67.29858	2.11	2.37
1170	88.39286	2.24	3.06
970	39.40887	2.03	1.5
1140	60.18958	2.11	1.73
920	61.61137	2.11	1.76
950	66.34615	2.08	3
1190	92.626728	2.17	3.65
950	61.60714	2.24	1.94
1080	75.57604	2.17	3.02
1100	93.838862	2.11	3
1110	95.073892	2.03	3.68
850	44.82759	2.03	2.11
810	65.43779	2.17	2.26
960	69.66825	2.11	1.73
1060	84.72906	2.03	2.35
900	64.0553	2.17	3.05
950	57.63547	2.03	2.88
970	90.32258	2.17	2.79
980	79.31034	2.03	2.66
900	87.5	2.24	3.17
940	74.88152	2.11	2.77
970	70.44335	2.03	2.14
1050	79.62085	2.11	2.12
810	78.57143	1.68	2.33
1090	51.2	1.25	2.25
1070	88.69048	1.68	2.81
910	52.8	1.25	2.1
970	56.54762	1.68	1.43
930	82.4	1.25	2.73
1050	61.90476	1.68	1.68
1180	91.946309	1.49	2.2
990	88.8	1.25	3.16
1080	70.23809	1.68	2.56
920	55.35714	1.68	2.58
890	76.0	1.25	2.56
1050	98.4	1.25	3.72
1210	92.0	1.25	2.48
970	66.07143	1.68	1.5
920	61.6	1.25	2.4
1070	73.6	1.25	3.27
1100	83.2	1.25	2.46
1340	99.4047619	1.68	3.75
1030	88.8	1.25	2.4
1160	40.0	.05	1.93
1160	96.428571	.28	3.54
1000	44.44444	.27	3.2
890	33.33334	.27	2.4
1000	40.0	.05	2.56
1170	71.50538	1.86	3
990	61.93548	1.55	2.76
1000	94.527363	2.01	3.66
1140	37.09678	1.86	2.23
980	59.67742	1.86	2.37
850	47.09678	1.55	2.17
1040	69.67742	1.55	2.62
1050	76.12903	1.55	3.23
1040	81.59204	2.01	2.54
1220	94.303797	1.58	3.32
980	62.90322	1.86	2.76
1130	99.5024876	2.01	3.72
920	73.65591	1.86	2.35
1080	50.74627	2.01	2.31
1170	99.0049751	2.01	3.64
830	62.5	1.76	2.88
1020	63.87097	1.55	2.44
880	83.22581	1.55	2.72
1340	99.4623656	1.86	3.87
960	41.93548	1.86	1.66
1020	87.34177	1.58	2.37
1100	85.07463	2.01	2.47
1070	82.27848	1.58	3.34
1060	98.00995	2.01	3
1040	70.25316	1.58	2.19
1160	91.772152	1.58	3.22
1160	87.74194	1.55	2.96
1230	97.311828	1.86	4
970	88.0597	2.01	2.48
1090	87.09677	1.86	3.18
1080	98.076923	2.08	2.03
900	91.025641	2.34	2.26
790	96.108949	2.57	1.89
950	71.875	.32	1.23
1220	93.75	.32	4
960	37.5	.32	2.26
1220	83.33333	.24	3.23
1120	96.071429	2.8	2.84
1020	95.0	2.8	2.54
1120	85.52632	2.28	2.55
1160	97.857143	2.8	3.02
880	42.61604	2.37	2.4
1170	93.859649	2.28	3
1010	92.5	2.8	2.26
1050	90.357142	2.8	2.03
1100	95.357143	2.8	3.16
920	89.28571	2.8	3
1320	99.0243902	2.05	3.46
1000	85.85366	2.05	2.86
790	84.39024	2.05	2.02
1000	80.71428	2.8	1.58
810	55.26316	2.28	2.11
1230	97.073171	2.05	3.43
950	82.43902	2.05	2.53
820	88.29268	2.05	3.06
990	91.071428	2.8	3.36
1160	96.036585	3.28	3.53
1120	87.5	2.8	2.35
1110	93.658536	2.05	3.21
1020	91.666667	2.28	2.37
1100	95.714286	2.1	3.37
1210	94.758065	2.48	2.8
1290	94.036697	2.18	3.82
990	66.12903	2.48	1.62
1030	76.21359	2.06	3.17
1110	87.61905	2.1	2.89
1100	85.92233	2.06	2.09
930	88.09524	2.1	2.55
1090	79.3578	2.18	2.12
1080	86.8932	2.06	2.51
950	82.8	2.5	1.96
1100	83.94495	2.18	3.31
800	92.201835	2.18	3
920	53.21101	2.18	1.38
1040	92.718447	2.06	2.4
1120	56.42202	2.18	2.54
1160	93.548387	2.48	2.53
1140	96.601942	2.06	3.82
800	66.50486	2.06	2.07
1030	75.22936	2.18	2.88
1080	81.85484	2.48	3.83
1240	81.65138	2.18	3.11
1150	60.0	.05	2.77
950	20.0	.05	2.19
1300	60.0	.05	2.53
1340	94.444445	.72	3.93
1130	20.0	.05	2.13
1140	20.0	.05	3.23
960	20.0	.05	2.28
1280	60.0	.05	2.78
1080	81.30435	2.3	1.64
950	85.21739	2.3	2.62
1130	89.13043	2.3	2.75
900	83.40611	2.29	3
1080	92.139738	2.29	1.7
890	74.67249	2.29	.8
900	74.34783	2.3	1.76
1010	87.33624	2.29	2.66
1240	96.086957	2.3	2.53
990	93.478261	2.3	2.71
1160	87.5	1.68	1.89
1000	90.476191	1.68	2.55
1060	66.66667	.18	2.82
1090	50.0	.18	1.95
930	81.01266	1.58	1.73
970	95.56962	1.58	2.53
830	88.66667	1.5	1.3
1210	98.734177	1.58	3.02
730	95.408163	1.96	2.98
1230	96.610169	1.77	3.64
1070	98.979592	1.96	3.17
860	88.77551	1.96	2.56
1020	87.00565	1.77	2.3
